OBJECTID,STATEFP,COUNTYFP,TRACTCE,AFFGEOID,GEOID,NAME,COUNTY,StateAbbr,StateDesc,Location,E_TOTPOP,M_TOTPOP,E_DAYPOP,SPL_EJI,RPL_EJI,SPL_SER,RPL_SER,EPL_OZONE,EPL_PM,EPL_DSLPM,EPL_TOTCR,SPL_EBM_THEME1,RPL_EBM_DOM1,EPL_NPL,EPL_TRI,EPL_TSD,EPL_RMP,EPL_COAL,EPL_LEAD,SPL_EBM_THEME2,RPL_EBM_DOM2,EPL_PARK,EPL_HOUAGE,EPL_WLKIND,SPL_EBM_THEME3,RPL_EBM_DOM3,EPL_RAIL,EPL_ROAD,EPL_AIRPRT,SPL_EBM_THEME4,RPL_EBM_DOM4,EPL_IMPWTR,SPL_EBM_THEME5,RPL_EBM_DOM5,SPL_EBM,RPL_EBM,EPL_MINRTY,SPL_SVM_DOM1,RPL_SVM_DOM1,EPL_POV200,EPL_NOHSDP,EPL_UNEMP,EPL_RENTER,EPL_HOUBDN,EPL_UNINSUR,EPL_NOINT,SPL_SVM_DOM2,RPL_SVM_DOM2,EPL_AGE65,EPL_AGE17,EPL_DISABL,EPL_LIMENG,SPL_SVM_DOM3,RPL_SVM_DOM3,EPL_MOBILE,EPL_GROUPQ,SPL_SVM_DOM4,RPL_SVM_DOM4,SPL_SVM,RPL_SVM,F_BPHIGH,F_ASTHMA,F_CANCER,F_MHLTH,F_DIABETES,F_HVM,RPL_HVM,E_OZONE,E_PM,E_DSLPM,E_TOTCR,E_NPL,E_TRI,E_TSD,E_RMP,E_COAL,E_LEAD,E_PARK,E_HOUAGE,E_WLKIND,E_RAIL,E_ROAD,E_AIRPRT,E_IMPWTR,EP_MINRTY,EP_POV200,EP_NOHSDP,EP_UNEMP,EP_RENTER,EP_HOUBDN,EP_UNINSUR,EP_NOINT,EP_AGE65,EP_AGE17,EP_DISABL,EP_LIMENG,EP_MOBILE,EP_GROUPQ,EP_BPHIGH,EP_ASTHMA,EP_CANCER,EP_MHLTH,EP_DIABETES,EPL_BPHIGH,EPL_ASTHMA,EPL_CANCER,EPL_DIABETES,EPL_MHLTH,Shape_Length,Shape_Area,geoid,census_tract_name,total,white,black,asian,latino,other,percent_white,percent_black,percent_asian,percent_latino,percent_other
47863,37,051,001903,1400000US37051001903,37051001903,19.03,Cumberland,NC,North Carolina,"Census Tract 19.03, Cumberland County, North Car",4105,294,2094,1.9727,0.812,1.1727,0.6455,0,0.5847,0.3993,0.6815,1.6655,0.4124,0,0,0,0,0,0,0,0,1,0.6398,0.6122,2.252,0.937,0.3268,0.4754,0,0.8022,0.3992,0,0,0,4.7197,0.2296,0.7385,0.7385,0.7385,0.8481,0.7568,0.942,0.7854,0.8668,0.9009,0.6672,5.7672,0.9232,0.3222,0.3073,0.9851,0.6129,2.2275,0.6897,0.7522,0.5876,1.3398,0.7928,10.073,0.9431,1,1,0,1,1,4,0.8,0,9.38,0.33,35.34,0,0,0,0,0,0,0,72.97,7.71,7.95,46.29,0,0,58.6,52.8806,17.5,13.3,55,42.7213,18,21.7,12.7,19.3,28.8,2.3,7.7,0.5,35.2,10.7,6.4,17,12.8,0.6858,0.7373,0.4287,0.7203,0.7971,0.113134162,0.000420007,1400000US37051001903,"Census Tract 19.03, Cumberland County, North Carolina",4105,1699,1307,43,660,396,0.413885505,0.318392205,0.01047503,0.160779537,0.096467722
47864,37,051,002001,1400000US37051002001,37051002001,20.01,Cumberland,NC,North Carolina,"Census Tract 20.01, Cumberland County, North Car",3074,268,13406,0.8332,0.256,0.8332,0.3818,0,0.5972,0.5115,0.6993,1.808,0.4733,0,0,0,0,0,0,0,0,1,0.3009,0.5096,1.8105,0.6941,0.7891,0.7666,0,1.5557,0.7805,0.1474,0.1474,0.1474,5.3216,0.36,0.7605,0.7605,0.7605,0.719,0.1907,0.8105,0.9076,0.6228,0.751,0.2173,4.2189,0.6589,0.1272,0.5614,0.5243,0,1.2129,0.0629,0.4769,0,0.4769,0.2368,6.6692,0.4732,0,0,0,0,0,0,0,0,9.42,0.41,35.79,0,0,0,0,0,0,0,43.86,9,100,100,0,1.57,62.4,42.3878,4.3,8.4,72.2,30.2927,12,8.8,8.7,22.9,12.9,0,0.6,0,27.5,9.3,5.2,14.8,8.6,0.2437,0.3679,0.2082,0.2307,0.5944,0.097990495,0.000573082,1400000US37051002001,"Census Tract 20.01, Cumberland County, North Carolina",3074,1156,1197,54,433,234,0.376057254,0.389394925,0.017566688,0.140858816,0.076122316
47865,37,051,002002,1400000US37051002002,37051002002,20.02,Cumberland,NC,North Carolina,"Census Tract 20.02, Cumberland County, North Car",4882,376,4581,1.425,0.5872,1.225,0.6809,0,0.5911,0.4987,0.6961,1.7859,0.4638,0,0,0,0,0,0,0,0,1,0.4611,0.6186,2.0797,0.8604,0.7891,0.7666,0,1.5557,0.7805,0,0,0,5.4213,0.3829,0.7475,0.7475,0.7475,0.7192,0.369,0.8956,0.8213,0.7874,0.8489,0.4154,4.8568,0.7794,0.4397,0.5316,0.8697,0.6037,2.4447,0.8354,0.4558,0.6153,1.0711,0.6897,9.1201,0.8421,0,0,0,1,0,1,0.2,0,9.4,0.4,35.7,0,0,0,0,0,0,0,58.19,7.67,100,100,0,0,60.2,42.4031,7.3,10.8,59.2,37.6344,15.3,14.1,14.7,22.5,19.9,2.2,0.5,0.6,33.5,10.2,5.7,15.9,11.8,0.5934,0.6245,0.2923,0.6264,0.7053,0.074597913,0.000355114,1400000US37051002002,"Census Tract 20.02, Cumberland County, North Carolina",4882,1944,1721,30,796,391,0.39819746,0.352519459,0.006145023,0.163047931,0.080090127
47866,37,051,002100,1400000US37051002100,37051002100,21,Cumberland,NC,North Carolina,"Census Tract 21, Cumberland County, North Caroli",3839,301,10531,1.1499,0.4415,1.1499,0.6299,0,0.6039,0.5237,0.7061,1.8337,0.4845,0,0.295,0,0,0,0,0.295,0.2236,0.8058,0.6142,0.5096,1.9296,0.7722,0.5564,0.6315,0,1.1879,0.5692,0.4398,0.4398,0.4398,5.686,0.4435,0.696,0.696,0.696,0.6309,0.5884,0.3296,0.8108,0.8303,0.8092,0.6619,4.6611,0.7441,0.4767,0.414,0.6937,0.5938,2.1782,0.6489,0.5881,0,0.5881,0.3287,8.1234,0.7064,0,0,0,0,0,0,0,0,9.44,0.42,35.97,0,0.2,0,0,0,0,3.82,70.97,9,47.95,80.84,0,38.69,52,36.9026,11.9,3.6,58,40.1557,13.8,21.5,15.3,20.9,15.6,2.1,1.7,0,31.8,9.7,5.9,14.3,10.3,0.4937,0.4859,0.3289,0.4476,0.538,0.108065557,0.000593862,1400000US37051002100,"Census Tract 21, Cumberland County, North Carolina",3839,1842,1068,386,383,160,0.479812451,0.278197447,0.100547017,0.099765564,0.04167752
47867,37,051,002200,1400000US37051002200,37051002200,22,Cumberland,NC,North Carolina,"Census Tract 22, Cumberland County, North Caroli",2296,265,2912,1.3349,0.5424,1.1349,0.6196,0,0.607,0.4583,0.6923,1.7576,0.4515,0,0,0,0,0,0,0,0,1,0.2347,0.7101,1.9448,0.7823,0.7891,0.7666,0,1.5557,0.7805,0.16,0.16,0.16,5.4181,0.3822,0.7469,0.7469,0.7469,0.7465,0.5842,0.9205,0.964,0.9332,0.6387,0.433,5.2201,0.8411,0.0617,0.2303,0.6597,0.4935,1.4452,0.1225,0.5947,0.4452,1.0399,0.6817,8.4521,0.7527,0,0,0,1,0,1,0.2,0,9.45,0.37,35.6,0,0,0,0,0,0,0,36.79,6.67,100,100,0,2.7,60.1,44.3231,11.8,11.9,86.2,48.9547,9.4,14.6,6.6,17.9,15,1.3,1.8,0.2,32.4,10.3,4.4,16.4,11.8,0.53,0.6494,0.0995,0.6264,0.7508,0.09606531,0.000522935,1400000US37051002200,"Census Tract 22, Cumberland County, North Carolina",2296,916,791,51,323,215,0.398954704,0.344512195,0.022212544,0.140679443,0.093641115
47868,37,051,002300,1400000US37051002300,37051002300,23,Cumberland,NC,North Carolina,"Census Tract 23, Cumberland County, North Caroli",4360,452,1697,2.4574,0.9455,1.6574,0.9073,0,0.6105,0.4583,0.6946,1.7634,0.454,0,0.5608,0,0.7621,0,0,1.3229,0.6944,1,0.4804,0.7273,2.2077,0.9194,0.7226,0.7199,0,1.4425,0.7066,0.4366,0.4366,0.4366,7.1731,0.7597,0.8189,0.8189,0.8189,0.8943,0.5547,0.5721,0.8349,0.8871,0.7966,0.7984,5.3381,0.8595,0.3915,0.3715,0.9128,0.5498,2.2256,0.6882,0.821,0.3832,1.2042,0.7342,9.5868,0.8977,1,1,0,1,1,4,0.8,0,9.46,0.37,35.66,0,25.14,0,8.41,0,0,0,59.86,6.44,90.67,96.92,0,38.14,73.3,57.9587,11.1,5.4,61,44.3428,13.4,27.1,13.9,20.3,21.7,1.7,12.4,0.1,39.1,11.9,6,18.3,16.1,0.8361,0.8966,0.3472,0.9006,0.8751,0.118820903,0.000708667,1400000US37051002300,"Census Tract 23, Cumberland County, North Carolina",4360,1163,2317,68,532,280,0.266743119,0.531422018,0.01559633,0.122018349,0.064220183
47869,37,051,002401,1400000US37051002401,37051002401,24.01,Cumberland,NC,North Carolina,"Census Tract 24.01, Cumberland County, North Car",1439,160,858,2.6277,0.9812,1.8277,0.9704,0,0.6137,0.3993,0.6863,1.6993,0.4274,0,0.8577,0,0.9525,0,0,1.8102,0.8668,1,0.5836,0.581,2.1646,0.9005,0.7891,0.6911,0,1.4802,0.7304,0.4398,0.4398,0.4398,7.5941,0.8292,0.8935,0.8935,0.8935,0.9633,0.837,0.9127,0.9275,0.9618,0.9575,0.961,6.5208,0.9948,0.3858,0.7724,0.8516,0.4599,2.4697,0.8486,0.9859,0.6882,1.6741,0.9533,11.5581,0.9985,1,1,0,1,1,4,0.8,0,9.47,0.33,35.45,0,100,0,83.6,0,0,0,68.42,8.08,100,92.65,0,38.69,87.2,69.3537,21.7,11.5,76.3,53.12,23.7,42.6,13.8,26.3,19.3,1.1,43.5,1,43,13.3,5,21.4,18.5,0.919,0.9632,0.1785,0.952,0.9683,0.097318794,0.000348409,1400000US37051002401,"Census Tract 24.01, Cumberland County, North Carolina",1439,184,1104,0,68,83,0.127866574,0.767199444,0,0.047255038,0.057678944
47870,37,051,002402,1400000US37051002402,37051002402,24.02,Cumberland,NC,North Carolina,"Census Tract 24.02, Cumberland County, North Car",3021,258,1689,2.5003,0.9562,1.7003,0.9251,0,0.6105,0.3844,0.6886,1.6835,0.4202,0,0.8179,0,0.9311,0,0,1.749,0.8421,1,0.4448,0.8376,2.2824,0.9471,0.7862,0.7572,0,1.5434,0.7721,0.4398,0.4398,0.4398,7.6981,0.8448,0.8416,0.8416,0.8416,0.8499,0.2203,0.8855,0.9346,0.9272,0.8446,0.7295,5.3916,0.8685,0.2416,0.3715,0.8132,0.2881,1.7144,0.2624,0.8344,0.4452,1.2796,0.7647,9.2272,0.8555,1,1,0,1,1,4,0.8,0,9.46,0.32,35.51,0,95.42,0,69.34,0,0,0,56.75,5.22,99.95,99.83,0,38.69,77.7,53.0815,4.8,10.4,77.9,48.2652,15.1,24,11.2,20.3,18.2,0.4,13.6,0.2,35.8,11.2,4.5,17.3,12.8,0.7141,0.8225,0.1118,0.7203,0.8182,0.10885629,0.000469923,1400000US37051002402,"Census Tract 24.02, Cumberland County, North Carolina",3021,675,1973,18,219,136,0.223435948,0.653095002,0.005958292,0.072492552,0.045018206
47871,37,051,002501,1400000US37051002501,37051002501,25.01,Cumberland,NC,North Carolina,"Census Tract 25.01, Cumberland County, North Car",7613,548,5424,1.6857,0.7045,1.2857,0.7194,0,0.6105,0.3702,0.68,1.6607,0.41,0,0.4696,0,0.7729,0,0,1.2425,0.6694,1,0.2633,0.633,1.8963,0.7508,0.3595,0.7294,0,1.0889,0.5238,0.4158,0.4158,0.4158,6.3042,0.5845,0.7883,0.7883,0.7883,0.6217,0.358,0.7663,0.6737,0.7691,0.6127,0.2661,4.0676,0.6277,0.5139,0.5094,0.9108,0.2137,2.1478,0.6243,0.5337,0.5527,1.0864,0.6938,8.0901,0.7012,1,0,0,0,1,2,0.4,0,9.46,0.31,35.3,0,10.46,0,9.91,0,0,0,40.04,7.5,12.4,97.98,0,35,67.6,36.3757,7.1,7.6,44.3,36.6464,8.9,10.1,15.9,22.2,21.6,0.2,1,0.4,37.7,10,6.3,13.3,13,0.7925,0.5713,0.4075,0.7369,0.4205,0.130641688,0.000763828,1400000US37051002501,"Census Tract 25.01, Cumberland County, North Carolina",7613,2463,3827,86,484,753,0.323525548,0.502692762,0.011296467,0.063575463,0.09890976
47872,37,051,002502,1400000US37051002502,37051002502,25.02,Cumberland,NC,North Carolina,"Census Tract 25.02, Cumberland County, North Car",7852,603,6737,1.1186,0.4237,1.1186,0.6085,0,0.6105,0.279,0.6725,1.562,0.364,0,0.4293,0,0,0,0,0.4293,0.2895,0.8378,0.2268,0.6513,1.7159,0.6278,0.7735,0.6756,0,1.4491,0.7107,0.126,0.126,0.126,5.2823,0.3514,0.7528,0.7528,0.7528,0.6361,0.322,0.8338,0.8918,0.7821,0.6073,0.4939,4.567,0.7264,0.226,0.5019,0.6711,0.3205,1.7195,0.2657,0.5589,0.9533,1.5122,0.8842,8.5515,0.7672,0,0,0,0,0,0,0,0,9.46,0.25,35.14,0,6.54,0,0,0,0,1.07,35.86,7.28,99.25,89.92,0,0.18,61.1,37.2225,6.5,8.9,69.4,37.332,8.8,16.3,10.9,22.1,15.2,0.5,1.3,11.5,26.7,9.7,4.8,14.9,8.1,0.2035,0.4859,0.1505,0.174,0.6058,0.175786425,0.0011729,1400000US37051002502,"Census Tract 25.02, Cumberland County, North Carolina",7852,3053,3044,63,1123,569,0.388818136,0.387671931,0.008023434,0.143020886,0.072465614
47873,37,051,002503,1400000US37051002503,37051002503,25.03,Cumberland,NC,North Carolina,"Census Tract 25.03, Cumberland County, North Car",4488,427,2997,0.6578,0.1628,0.6578,0.2497,0,0.6137,0.3242,0.6698,1.6077,0.385,0,0,0,0,0,0,0,0,1,0.246,0.5778,1.8238,0.7035,0.4053,0.7666,0,1.1719,0.5617,0.2008,0.2008,0.2008,4.8042,0.2469,0.696,0.696,0.696,0.4579,0.115,0.3296,0.765,0.6573,0.482,0.3192,3.126,0.4198,0.2624,0.3715,0.5031,0.2881,1.4251,0.1152,0.5337,0.5072,1.0409,0.6823,6.288,0.4109,0,0,0,0,0,0,0,0,9.47,0.28,35.08,0,0,0,0,0,0,0,38.09,8.11,18.9,100,0,6.97,52,27.8129,3,3.6,52.8,31.6432,6.8,11.5,11.6,20.3,12.6,0.4,1,0.3,30.5,9.7,5.6,14.6,9.8,0.4154,0.4859,0.2747,0.3826,0.5724,0.11010505,0.000441224,1400000US37051002503,"Census Tract 25.03, Cumberland County, North Carolina",4488,2155,1512,47,464,310,0.48016934,0.336898396,0.010472371,0.103386809,0.069073084
47874,37,051,002504,1400000US37051002504,37051002504,25.04,Cumberland,NC,North Carolina,"Census Tract 25.04, Cumberland County, North Car",7315,530,4406,1.0129,0.3623,1.0129,0.5289,0,0.617,0.2631,0.6576,1.5377,0.3536,0,0.4757,0,0,0,0,0.4757,0.3121,1,0.2212,0.6823,1.9035,0.7555,0.3644,0.6274,0,0.9918,0.4783,0.136,0.136,0.136,5.0447,0.2986,0.7151,0.7151,0.7151,0.5655,0.4881,0.6061,0.6693,0.7914,0.4251,0.4154,3.9609,0.6044,0.1787,0.9064,0.6774,0.5232,2.2857,0.7336,0.7717,0.4452,1.2169,0.7385,8.1786,0.7143,0,0,0,0,0,0,0,0,9.48,0.24,34.79,0,11.22,0,0,0,0,0,35.19,6.94,13.07,80,0,0.71,54.8,33.2968,9.6,5.7,43.9,37.8523,6,14.1,9.9,30,15.3,1.5,8.9,0.2,33.9,9.7,6,13.8,11.1,0.6164,0.4859,0.3472,0.5479,0.4797,0.191556759,0.00159989,1400000US37051002504,"Census Tract 25.04, Cumberland County, North Carolina",7315,3307,2510,271,805,422,0.452084757,0.343130554,0.037047163,0.110047847,0.057689679
47875,37,051,002600,1400000US37051002600,37051002600,26,Cumberland,NC,North Carolina,"Census Tract 26, Cumberland County, North Caroli",5241,462,3480,2.1297,0.86,1.5297,0.8505,0,0.6039,0.279,0.6139,1.4968,0.3364,0.9341,0.4846,0,0.7451,0,0,2.1638,0.915,0.8073,0.3339,0.816,1.9572,0.7903,0.6216,0.5365,0,1.1581,0.5553,0.1395,0.1395,0.1395,6.9154,0.7124,0.5604,0.5604,0.5604,0.6395,0.4585,0.8338,0.4869,0.6095,0.3531,0.6097,3.991,0.611,0.7125,0.8264,0.73,0.3749,2.6438,0.9232,0.929,0.8001,1.7291,0.9695,8.9243,0.8173,1,0,1,0,1,3,0.6,0,9.44,0.25,33.74,2.52,12.39,0,6.36,0,0,3.67,46.98,5.5,64.5,59.33,0,0.97,35.4,37.4225,9,8.9,30.7,29.8246,5.1,19.8,19.3,27.5,16.3,0.7,25.1,2.2,39.8,9.8,8.2,14.1,13.9,0.855,0.5157,0.8343,0.8009,0.5153,0.703229748,0.014536156,1400000US37051002600,"Census Tract 26, Cumberland County, North Carolina",5241,3384,1137,23,454,243,0.645678306,0.216943331,0.004388475,0.08662469,0.046365197
47876,37,051,002700,1400000US37051002700,37051002700,27,Cumberland,NC,North Carolina,"Census Tract 27, Cumberland County, North Caroli",8289,676,3478,1.018,0.3656,0.818,0.3691,0,0.5748,0.2631,0.5815,1.4194,0.3046,0,0.3572,0,0,0,0,0.3572,0.2541,0.7964,0.1281,0.8503,1.7748,0.6688,0.2868,0.536,0,0.8228,0.4069,0.1366,0.1366,0.1366,4.5108,0.1896,0.589,0.589,0.589,0.4982,0.3465,0.3594,0.3412,0.3917,0.44,0.6561,3.0331,0.3999,0.5139,0.5684,0.8724,0.4409,2.3956,0.8074,0.9182,0.6882,1.6064,0.9285,7.6241,0.6284,1,0,0,0,0,1,0.2,0,9.35,0.24,32.97,0,2.17,0,0,0,0,4.8,22.24,5.08,2.93,59.21,0,0.76,38.3,29.8444,6.9,3.8,22.8,23.2042,6.2,21.3,15.9,23,20,1,23.3,1,35.4,9.5,6.9,13.8,11.1,0.695,0.4269,0.5402,0.5479,0.4797,0.730358866,0.015859423,1400000US37051002700,"Census Tract 27, Cumberland County, North Carolina",8289,5113,1892,102,686,496,0.616841597,0.228254313,0.012305465,0.082760285,0.05983834
47877,37,051,002800,1400000US37051002800,37051002800,28,Cumberland,NC,North Carolina,"Census Tract 28, Cumberland County, North Caroli",6426,554,6236,0.8153,0.2456,0.8153,0.3671,0,0.5286,0.1617,0.5321,1.2224,0.2309,0,0.3559,0,0.6514,0,0,1.0073,0.6134,1,0.2109,0.8521,2.063,0.8521,0.4006,0.4105,0,0.8111,0.4026,0.1169,0.1169,0.1169,5.2207,0.3375,0.4295,0.4295,0.4295,0.4488,0.358,0.6389,0.3769,0.15,0.7714,0.4585,3.2025,0.4374,0.5011,0.3788,0.8581,0,1.738,0.2783,0.9463,0.3832,1.3295,0.7873,6.6995,0.4778,0,0,0,0,0,0,0,0,9.19,0.18,31.83,0,2.11,0,0.81,0,0,0,33.91,5.06,18.26,33.61,0,0.01,24,27.3887,7.1,6,24.6,16.5712,12.6,15.3,15.7,20.4,19.5,0,28.6,0.1,34.8,9.8,7,15.1,11.6,0.6658,0.5157,0.5632,0.6052,0.6272,0.501759418,0.010902459,1400000US37051002800,"Census Tract 28, Cumberland County, North Carolina",6426,4886,755,66,471,248,0.760348584,0.117491441,0.010270775,0.073295985,0.038593215
47878,37,051,002900,1400000US37051002900,37051002900,29,Cumberland,NC,North Carolina,"Census Tract 29, Cumberland County, North Caroli",4075,620,1708,1.2493,0.4973,0.8493,0.3946,0,0.475,0.1099,0.5313,1.1162,0.1972,0,0.3234,0,0.6246,0,0,0.948,0.5892,0.669,0.1968,0.9729,1.8387,0.7129,0.268,0.1711,0,0.4391,0.1413,0,0,0,4.342,0.1604,0.4639,0.4639,0.4639,0.6315,0.6361,0.725,0.4771,0.6696,0.482,0.7962,4.4175,0.6981,0.663,0.3715,0.817,0.2881,2.1396,0.6178,0.9869,0,0.9869,0.6555,8.0079,0.6889,1,0,0,0,1,2,0.4,0,8.97,0.15,31.81,0,0.89,0,0.09,0,0,28.8,32.25,3.25,1.1,0.09,0,0,26.7,36.9325,13.2,7,30.1,32.1293,6.8,27,18.4,20.3,18.3,0.4,44.4,0,37.3,10.2,7,15.4,13,0.7772,0.6245,0.5632,0.7369,0.6567,0.950925816,0.029999798,1400000US37051002900,"Census Tract 29, Cumberland County, North Carolina",4075,2985,755,0,142,193,0.732515337,0.185276074,0,0.034846626,0.047361963
47879,37,051,003001,1400000US37051003001,37051003001,30.01,Cumberland,NC,North Carolina,"Census Tract 30.01, Cumberland County, North Car",13267,1061,12758,0.9872,0.3466,0.9872,0.5075,0,0.518,0.2308,0.5684,1.3172,0.2652,0,0.4338,0.9046,0.7218,0,0,2.0602,0.9094,1,0.0687,0.7805,1.8492,0.7203,0.2964,0.3293,0,0.6257,0.2308,0,0,0,5.8523,0.4824,0.6091,0.6091,0.6091,0.483,0.4881,0.3296,0.3004,0.3119,0.6335,0.2466,2.7931,0.3476,0.1232,0.7957,0.6774,0.562,2.1583,0.6328,0.9156,0.3832,1.2988,0.7733,6.8593,0.5048,0,0,0,0,0,0,0,0,9.15,0.22,32.67,0,6.93,0.03,4.4,0,0,0,11.02,5.88,4.05,20.48,0,0,40.5,29.0751,9.6,3.6,20.8,21.097,9.3,9.6,8.6,26.8,15.3,1.8,22.9,0.1,32.3,9.7,6.1,14.4,10,0.5238,0.4859,0.3665,0.4083,0.5495,0.4426322,0.009454913,1400000US37051003001,"Census Tract 30.01, Cumberland County, North Carolina",13267,7895,2708,201,1214,1249,0.595085551,0.204115474,0.015150373,0.091505239,0.094143363
47880,37,051,003002,1400000US37051003002,37051003002,30.02,Cumberland,NC,North Carolina,"Census Tract 30.02, Cumberland County, North Car",2697,226,821,2.0649,0.8407,1.2649,0.7066,0,0.5098,0.1264,0.5465,1.1827,0.2178,0,0.437,0.9243,0.7367,0,0,2.098,0.9114,1,0.152,0.9855,2.1375,0.8881,0.3357,0,0,0.3357,0.111,0,0,0,5.7539,0.4594,0.5107,0.5107,0.5107,0.7523,0.7474,0.8504,0.3311,0.5732,0.7937,0.6672,4.7153,0.7544,0.4636,0.4278,0.9392,0.2881,2.1187,0.5992,0.9834,0.5072,1.4906,0.8732,8.8353,0.8055,1,1,0,1,1,4,0.8,0,9.12,0.16,32.17,0,7.18,2.71,5.61,0,0,0,25.97,2.83,9.13,0,0,0,30.8,44.7534,17.1,9.3,22.3,28.5577,13.3,21.7,15.1,21.1,23.2,0.4,41.9,0.3,36.8,10.9,6.4,17.5,13.6,0.7569,0.7741,0.4287,0.7812,0.8308,0.374976105,0.005768681,1400000US37051003002,"Census Tract 30.02, Cumberland County, North Carolina",2697,1865,526,0,184,122,0.691509084,0.195031516,0,0.068223953,0.045235447
47881,37,051,003102,1400000US37051003102,37051003102,31.02,Cumberland,NC,North Carolina,"Census Tract 31.02, Cumberland County, North Car",5452,396,3682,0.4341,0.0706,0.4341,0.1128,0,0.5543,0.1792,0.6236,1.3571,0.2798,0,0,0,0,0,0,0,0,0.5775,0.0753,0.8922,1.545,0.4856,0.3094,0,0,0.3094,0.1034,0,0,0,3.2115,0.0338,0.633,0.633,0.633,0.4045,0.1851,0.6762,0.3871,0.3285,0.5721,0.1695,2.723,0.3332,0.1522,0.977,0.517,0.3491,1.9953,0.4883,0.8672,0,0.8672,0.53,6.2185,0.4003,0,0,0,0,0,0,0,0,9.28,0.19,33.97,0,0,0,0,0,0,56.28,12.29,4.58,5.64,0,0,0,43.4,25.3348,4.2,6.4,25.1,21.527,8.2,7.5,9.3,35,12.8,0.6,16.7,0,32.2,9.4,6.2,13.6,9.9,0.5176,0.3966,0.3868,0.3955,0.4553,0.204543497,0.001573582,1400000US37051003102,"Census Tract 31.02, Cumberland County, North Carolina",5452,3088,1003,209,675,477,0.566397652,0.183969186,0.038334556,0.123807777,0.087490829
47882,37,051,003103,1400000US37051003103,37051003103,31.03,Cumberland,NC,North Carolina,"Census Tract 31.03, Cumberland County, North Car",5579,392,2366,0.6647,0.1662,0.6647,0.2546,0,0.5543,0.2465,0.6401,1.4409,0.3127,0,0,0,0,0,0,0,0,0.7402,0.184,0.875,1.7992,0.6861,0.5123,0,0,0.5123,0.1711,0,0,0,3.7524,0.0804,0.6536,0.6536,0.6536,0.5666,0.2025,0.8157,0.4884,0.6061,0.503,0.3413,3.5236,0.5089,0.1442,0.8183,0.817,0.5088,2.2883,0.7355,0.496,0.3832,0.8792,0.5419,7.3447,0.5843,0,0,0,0,0,0,0,0,9.28,0.23,34.38,0,0,0,0,0,0,12.94,30.57,4.78,37.92,0,0,0,46.1,33.3573,4.5,8.5,30.8,29.692,7.1,12.1,9.1,27.3,18.3,1.4,0.7,0.1,30.4,9.9,5.6,15.2,9.9,0.4098,0.5445,0.2747,0.3955,0.6368,0.155679495,0.000950611,1400000US37051003103,"Census Tract 31.03, Cumberland County, North Carolina",5579,3006,1535,39,541,458,0.538806238,0.275138914,0.0069905,0.096970783,0.082093565
47883,37,051,003104,1400000US37051003104,37051003104,31.04,Cumberland,NC,North Carolina,"Census Tract 31.04, Cumberland County, North Car",6916,611,2341,1.5571,0.6481,1.1571,0.6347,0,0.5428,0.3242,0.6405,1.5075,0.3409,0,0.3888,0,0.8147,0,0,1.2035,0.6591,0.8119,0.1094,0.8895,1.8108,0.6942,0.5915,0.4828,0,1.0743,0.5175,0,0,0,5.5961,0.4235,0.6356,0.6356,0.6356,0.7653,0.6716,0.6489,0.502,0.5858,0.6539,0.4976,4.3251,0.6804,0.1564,0.9088,0.7152,0.2502,2.0306,0.5208,0.9418,0.3832,1.325,0.7853,8.3163,0.7336,0,1,0,1,0,2,0.4,0,9.24,0.28,34.39,0,3.74,0,18.54,0,0,3.23,18.98,4.61,56.63,47.85,0,0,43.8,45.6831,14.3,6.1,31.7,28.977,9.7,16.4,9.4,30.1,16,0.3,27.6,0.1,32.9,10.4,5.4,16.8,11.1,0.5597,0.6732,0.2406,0.5479,0.7826,0.224642016,0.002098697,1400000US37051003104,"Census Tract 31.04, Cumberland County, North Carolina",6916,3889,1743,110,586,588,0.56231926,0.252024291,0.015905147,0.084731058,0.085020243
47884,37,051,003201,1400000US37051003201,37051003201,32.01,Cumberland,NC,North Carolina,"Census Tract 32.01, Cumberland County, North Car",12694,767,9164,0.4604,0.0802,0.4604,0.1267,0,0.5686,0.2465,0.6484,1.4635,0.3225,0,0,0,0,0,0,0,0,0.7239,0.0981,0.6883,1.5103,0.4536,0.4979,0.3513,0,0.8492,0.4168,0,0,0,3.823,0.0885,0.6543,0.6543,0.6543,0.2678,0.298,0.6932,0.2286,0.371,0.3107,0.2286,2.3979,0.2678,0.192,0.9612,0.5515,0.6735,2.3782,0.7961,0.6075,0,0.6075,0.3354,6.0379,0.3719,0,0,0,0,0,0,0,0,9.33,0.23,34.58,0,0,0,0,0,0,16.02,16.79,6.88,34.84,23.72,0,0,46.2,18.717,6.1,6.6,17.4,22.6612,4.6,9.1,10.2,33.2,13.3,3.1,2,0,29.5,9.2,5.5,12.9,8.8,0.355,0.3389,0.257,0.2542,0.3736,0.308799492,0.003169024,1400000US37051003201,"Census Tract 32.01, Cumberland County, North Carolina",12694,6825,2892,786,1551,640,0.537655585,0.227824169,0.061919017,0.122183709,0.05041752
